,Id,FPYear,EDegree,GMSalary,GLArea,HChildren,CMValue,CRate,PMotor,PHousehold,PHealth,PLife,PCompensations
843,844,1994.0,4 - PhD,6531.0,3.0,1.0,-25.33,1.00056452716573,483.87,24.45,76.57,5.78,-6.11
844,845,1975.0,2 - High School,3133.0,1.0,1.0,448.3,0.363287818658775,280.94,157.8,247.49,22.56,34.56
845,846,1974.0,3 - BSc/MSc,5413.0,2.0,1.0,52.6700000000001,0.886207805907173,494.87,89.45,86.46,1.89,9.89
846,847,1982.0,3 - BSc/MSc,5975.0,4.0,1.0,251.83,0.545517230056968,337.73,10.0,140.47,60.9,60.01
847,848,1993.0,3 - BSc/MSc,3565.0,2.0,1.0,287.06,0.53161023054755,312.06,107.8,203.26,22.67,20.45
848,849,1977.0,2 - High School,4747.0,4.0,1.0,106.69,0.779579881161603,275.94,9.45,167.81,57.79,86.46
849,850,1984.0,2 - High School,6400.0,4.0,1.0,651.68,0.0,342.73,98.35,131.58,74.68,29.34
850,851,1986.0,1 - Basic,4895.0,4.0,1.0,563.55,0.226406414300736,414.3,207.25,125.8,24.45,-11.0
851,852,1974.0,1 - Basic,1389.0,1.0,1.0,1376.16,0.0598765432098765,26.45,1143.0,89.24,207.26,24.45
852,853,1993.0,2 - High School,5435.0,1.0,0.0,-37.2199999999999,1.01653049077431,443.75,182.8,105.02,13.78,-6.11
853,854,1976.0,2 - High School,7562.0,3.0,0.0,479.98,0.416989932575967,166.7,348.95,322.95,10.67,16.89
854,855,1978.0,2 - High School,7356.0,1.0,1.0,-93.79,1.07865309855934,316.06,354.5,133.36,1.89,68.79
855,856,1998.0,4 - PhD,7682.0,1.0,0.0,179.51,0.621670119875685,319.17,-45.55,243.38,12.78,10.78
856,857,1994.0,3 - BSc/MSc,3211.0,1.0,1.0,-21.6600000000001,0.994334758124703,393.74,-5.55,192.48,-2.0,10.89
857,858,1984.0,3 - BSc/MSc,9713.0,4.0,0.0,241.16,0.608150285613333,295.5,112.8,241.6,27.56,1.78
858,859,1997.0,3 - BSc/MSc,5502.0,1.0,1.0,567.11,0.0549827630234934,548.66,54.45,32.45,-7.0,-2.0
859,860,1984.0,2 - High School,5963.0,4.0,1.0,-64.3400000000001,1.06485648812173,378.96,18.35,169.92,15.67,23.67
860,861,1990.0,3 - BSc/MSc,5293.0,2.0,1.0,450.09,0.282601473785939,375.96,102.8,162.03,8.89,12.56
861,862,1984.0,1 - Basic,5242.0,4.0,1.0,295.72,0.61053091756934,387.85,290.6,114.91,-5.0,35.12
862,863,1987.0,3 - BSc/MSc,4253.0,1.0,1.0,-25.0,0.0,0.0,0.0,0.0,0.0,0.0
863,864,1982.0,3 - BSc/MSc,5211.0,3.0,0.0,379.63,0.370940410117687,359.29,58.9,175.7,31.45,17.89
864,865,1987.0,3 - BSc/MSc,8017.0,3.0,0.0,576.11,0.0,375.18,20.0,184.48,21.67,-0.22
865,866,1979.0,1 - Basic,1123.0,1.0,1.0,1113.78,0.105688886096626,40.34,847.95,94.24,178.7,112.13
866,867,1990.0,2 - High School,6223.0,3.0,1.0,175.26,0.818677338741806,177.7,676.8,156.92,35.23,57.79
867,868,1993.0,2 - High School,1858.0,2.0,1.0,220.6,0.693566901232719,203.26,245.6,298.39,26.56,27.67
868,869,1997.0,3 - BSc/MSc,4249.0,2.0,1.0,618.33,0.291174526223006,212.04,369.5,211.15,53.12,61.79
869,870,1991.0,2 - High School,7071.0,4.0,1.0,44.9,0.907215673781459,304.39,191.7,135.47,17.78,104.02
870,871,1988.0,3 - BSc/MSc,1714.0,2.0,0.0,956.3,0.28887697202032,15.67,981.3,148.25,10.78,223.93
871,872,1985.0,3 - BSc/MSc,6626.0,4.0,0.0,506.98,0.228029951242164,396.63,93.9,157.14,23.56,17.89
872,873,1992.0,2 - High School,7769.0,4.0,0.0,94.6899999999998,0.896170928901072,85.35,683.45,236.71,112.91,34.34
873,874,1994.0,3 - BSc/MSc,2722.0,4.0,1.0,340.96,0.574489855240974,291.72,333.95,196.26,44.23,-6.11
874,875,1980.0,3 - BSc/MSc,1021.0,2.0,0.0,624.9,0.188568289363615,244.27,285.05,151.03,25.56,95.02
875,876,1995.0,1 - Basic,1852.0,4.0,1.0,-193.7,1.13754922664232,33.23,842.95,181.59,73.57,95.13
876,877,1988.0,2 - High School,3720.0,3.0,1.0,192.15,0.719052424571754,368.96,251.15,169.81,-7.0,-10.0
877,878,1974.0,3 - BSc/MSc,2033.0,4.0,1.0,576.66,0.245964507720072,328.95,266.15,196.26,6.78,-0.22
878,879,1992.0,3 - BSc/MSc,2163.0,1.0,1.0,26.68,0.923108968636553,221.71,113.9,284.61,-0.11,52.01
879,880,1990.0,2 - High School,8454.0,1.0,0.0,-72.01,1.03965616142529,138.25,751.8,213.15,47.01,35.23
880,881,1997.0,2 - High School,6938.0,1.0,1.0,43.12,0.894243308700242,420.19,73.9,129.58,14.67,5.78
881,882,1986.0,3 - BSc/MSc,1978.0,3.0,0.0,252.82,0.660379203696686,332.95,256.15,159.03,48.23,21.67
882,883,1978.0,3 - BSc/MSc,4118.0,4.0,1.0,399.32,0.195525642240971,469.09,-40.55,90.24,10.78,-2.11
883,884,1982.0,3 - BSc/MSc,6979.0,1.0,1.0,414.2,0.375568698817106,303.39,141.7,203.15,5.89,49.23
884,885,1990.0,3 - BSc/MSc,7227.0,4.0,0.0,194.82,0.746704461651917,212.93,372.3,205.26,6.89,70.46
885,886,1978.0,1 - Basic,6484.0,3.0,1.0,216.26,0.697259448878181,407.3,251.15,80.46,48.12,9.89
886,887,1982.0,3 - BSc/MSc,7262.0,3.0,0.0,320.08,0.519708273020822,228.71,165.6,246.38,28.56,49.23
887,888,1995.0,1 - Basic,1034.0,1.0,1.0,-238.93,1.18893069097075,63.68,692.9,98.13,151.14,126.47
888,889,1987.0,3 - BSc/MSc,4106.0,4.0,1.0,547.45,0.0,461.53,-40.55,111.91,16.78,22.78
889,890,1984.0,2 - High School,4897.0,4.0,1.0,90.01,0.833588957055215,426.19,118.9,122.69,3.89,19.45
890,891,1976.0,2 - High School,4990.0,4.0,1.0,562.21,0.263455628723738,290.61,236.7,166.81,43.23,59.9
891,892,1974.0,3 - BSc/MSc,3284.0,4.0,1.0,123.36,0.803707280930393,160.81,206.15,279.83,57.79,51.23
892,893,1994.0,2 - High School,2589.0,4.0,1.0,960.52,0.139614471294874,15.67,706.8,144.25,177.59,101.13
893,894,1978.0,1 - Basic,1396.0,4.0,1.0,406.97,0.480074142724745,61.68,323.4,75.46,261.16,109.13
894,895,1994.0,4 - PhD,2752.0,4.0,1.0,241.39,0.583557403701851,305.17,73.35,226.82,-1.11,35.45
895,896,1988.0,1 - Basic,2331.0,1.0,0.0,-406.07,1.50433436122765,11.67,225.6,125.58,143.25,249.49
896,897,,,5286.0,1.0,1.0,-25.0,1.0,515.54,33.9,47.01,12.89,3.78
897,898,1978.0,3 - BSc/MSc,5472.0,1.0,1.0,181.93,0.724063900149349,377.85,196.15,139.47,10.78,25.67
898,899,1982.0,1 - Basic,1463.0,4.0,1.0,404.4,0.582863804157762,59.01,516.75,196.48,110.8,146.36
899,900,1987.0,4 - PhD,6903.0,3.0,0.0,204.82,0.690186033971421,212.15,162.25,329.95,27.56,9.89
900,901,1979.0,1 - Basic,1689.0,1.0,1.0,958.86,0.217792971855621,35.45,833.5,218.93,9.78,160.14
901,902,1986.0,3 - BSc/MSc,5591.0,4.0,1.0,-37.8899999999999,1.01882961318219,404.3,123.9,143.47,0.0,12.89
902,903,1979.0,1 - Basic,4904.0,1.0,1.0,62.35,0.867651515151515,274.83,75.0,207.15,15.67,87.35
903,904,1983.0,3 - BSc/MSc,7789.0,4.0,0.0,283.17,0.540586472666557,280.72,98.35,242.6,21.67,27.45
904,905,1977.0,2 - High School,4756.0,4.0,1.0,413.75,0.421364985163205,361.07,211.7,105.91,77.68,1.89
905,906,1979.0,2 - High School,3037.0,4.0,1.0,-125.13,1.14640601239911,219.82,146.15,217.82,77.57,22.56
906,907,1993.0,2 - High School,5561.0,4.0,1.0,204.26,0.673683761048721,95.24,118.35,200.37,152.14,136.47
907,908,1994.0,2 - High School,4609.0,1.0,1.0,-33.0000000000001,1.0119940029985,551.88,60.0,45.23,1.89,8.0
908,909,1981.0,3 - BSc/MSc,3833.0,3.0,1.0,1254.24,0.0,129.58,869.05,209.04,11.78,59.79
909,910,1976.0,1 - Basic,5012.0,4.0,0.0,-62.34,1.03788401444747,265.05,504.55,123.58,27.56,64.9
910,911,1977.0,3 - BSc/MSc,1558.0,3.0,1.0,221.38,0.633913314809587,250.27,98.9,284.61,21.56,17.67
911,912,1976.0,3 - BSc/MSc,7057.0,4.0,0.0,251.72,0.657355126300149,291.72,274.5,190.48,55.9,-5.0
912,913,1998.0,2 - High School,4185.0,4.0,1.0,295.95,0.45785472972973,296.39,0.0,271.05,17.67,6.89
913,914,1975.0,2 - High School,7944.0,3.0,0.0,452.1,0.46477451200359,206.26,386.75,182.48,75.57,40.34
914,915,1990.0,3 - BSc/MSc,4081.0,4.0,1.0,19.78,0.93003125,439.86,55.0,135.36,9.89,-0.11
915,916,1980.0,3 - BSc/MSc,6847.0,2.0,1.0,605.78,0.247817791557357,332.95,309.5,183.59,0.89,11.67
916,917,1982.0,2 - High School,6771.0,4.0,1.0,531.09,0.264664656722734,358.4,192.8,153.03,47.12,4.89
917,918,1986.0,2 - High School,6710.0,4.0,0.0,-26130.452,32.3,135.58,290.05,221.82,86.46,100.13
918,919,1992.0,2 - High School,4053.0,3.0,1.0,708.46,0.374116803768304,117.69,737.35,277.72,35.23,3.89
919,920,1976.0,2 - High School,5578.0,3.0,1.0,326.52,0.39196014668235,368.96,13.9,163.92,19.67,11.67
920,921,1992.0,3 - BSc/MSc,7620.0,3.0,0.0,329.19,0.462011665350264,209.04,111.7,271.83,33.45,32.34
921,922,1998.0,3 - BSc/MSc,3973.0,1.0,1.0,48.24,0.879760966640399,376.85,33.9,154.25,39.34,4.78
922,923,1989.0,4 - PhD,6202.0,3.0,1.0,325.87,0.341163436983626,434.86,-40.55,123.58,2.89,11.78
923,924,1990.0,3 - BSc/MSc,4236.0,4.0,1.0,-37.5600000000001,1.01636077062356,275.83,207.25,182.59,89.46,12.56
924,925,1975.0,4 - PhD,3566.0,3.0,1.0,-1.21000000000004,0.960416632002795,488.87,8.9,87.46,0.89,14.89
925,926,1991.0,1 - Basic,3184.0,3.0,1.0,196.5,0.708014764039019,388.63,229.5,116.91,7.78,15.78
926,927,1979.0,3 - BSc/MSc,4730.0,2.0,1.0,-12.33,0.977776608433312,351.4,13.9,183.48,12.67,8.67
927,928,1982.0,2 - High School,6685.0,4.0,0.0,278.39,0.625610839626833,177.7,251.7,255.27,56.9,68.79
928,929,1993.0,3 - BSc/MSc,6871.0,3.0,0.0,-25.0,1.0,282.83,216.15,215.93,4.89,53.12
929,930,1984.0,1 - Basic,1427.0,3.0,1.0,-360.73,1.30392707126304,21.45,634.55,112.91,127.58,208.15
930,931,1978.0,3 - BSc/MSc,4110.0,1.0,1.0,338.75,0.368621120599875,364.29,-1.1,210.15,3.89,-1.11
931,932,1983.0,3 - BSc/MSc,4454.0,1.0,1.0,-101.21,1.13438073070955,388.85,-11.1,135.36,9.89,44.12
932,933,1992.0,2 - High School,3852.0,3.0,1.0,424.87,0.392461646499568,221.82,190.6,225.82,64.79,37.45
933,934,1984.0,1 - Basic,5548.0,1.0,1.0,4.8900000000001,0.952295071501532,449.42,49.45,92.35,27.45,7.89
934,935,1994.0,3 - BSc/MSc,4970.0,4.0,0.0,455.43,0.412073522933085,259.27,283.95,172.7,62.79,38.45
935,936,1985.0,3 - BSc/MSc,2635.0,4.0,1.0,55.6800000000001,0.876636085626911,149.03,65.0,295.61,63.68,80.68
936,937,1977.0,3 - BSc/MSc,2952.0,2.0,0.0,821.15,0.0,244.6,315.05,194.37,-6.0,98.13
937,938,1979.0,2 - High School,5514.0,4.0,1.0,305.06,0.547043969918208,248.38,153.35,167.81,77.46,81.68
938,939,1986.0,3 - BSc/MSc,5788.0,3.0,1.0,486.21,0.145933573910719,486.76,29.45,85.46,1.89,-5.0
939,940,1981.0,1 - Basic,5338.0,1.0,1.0,3.55999999999995,0.952768406429847,381.85,33.35,160.03,28.56,0.89
940,941,1982.0,3 - BSc/MSc,2710.0,4.0,1.0,105.81,0.806149970361589,255.27,107.25,288.72,11.67,11.89
941,942,1981.0,2 - High School,2903.0,1.0,1.0,177.48,0.721791701016763,184.7,152.25,218.93,121.69,50.23
942,943,1977.0,3 - BSc/MSc,7822.0,4.0,0.0,286.29,0.497660082623289,238.38,38.35,296.61,11.78,34.56
943,944,1991.0,3 - BSc/MSc,7990.0,4.0,1.0,607.88,0.0694446486597756,519.43,65.0,47.23,18.78,29.67
944,945,1994.0,3 - BSc/MSc,6865.0,3.0,1.0,466.87,0.191893801238767,456.42,39.45,113.8,2.0,-3.0
945,946,1981.0,3 - BSc/MSc,5830.0,4.0,1.0,-22.0,0.995306045812993,443.53,48.9,117.91,12.89,15.89
946,947,1991.0,3 - BSc/MSc,5493.0,4.0,1.0,-39.6700000000001,1.02246554364472,511.54,50.0,64.79,6.0,20.67
947,948,1986.0,3 - BSc/MSc,7080.0,1.0,0.0,236.71,0.664869640936332,149.25,236.15,317.06,52.01,26.45
948,949,1997.0,3 - BSc/MSc,4088.0,3.0,1.0,549.12,0.0,425.19,3.9,137.36,10.67,-3.0
949,950,1984.0,2 - High School,4386.0,3.0,1.0,-32.0000000000001,1.00761192244538,294.5,388.4,176.59,26.56,33.56
950,951,1984.0,3 - BSc/MSc,2122.0,1.0,1.0,-151.69,1.19964700505854,70.79,38.35,318.17,126.69,80.57
951,952,1998.0,3 - BSc/MSc,3172.0,3.0,1.0,-2642.906,5.6,501.65,-20.0,90.46,-1.0,-2.0
952,953,1987.0,2 - High School,8043.0,3.0,0.0,475.65,0.498607939750831,210.93,500.65,215.93,60.01,11.0
953,954,1977.0,1 - Basic,3709.0,4.0,1.0,335.06,0.615665428461637,100.02,442.3,158.03,154.25,82.24
954,955,1980.0,2 - High School,5683.0,4.0,1.0,-29.78,1.00757515728752,506.54,53.9,57.9,4.78,7.89
955,956,1981.0,3 - BSc/MSc,4215.0,1.0,1.0,61.24,0.884761344807312,172.7,201.7,287.5,28.34,58.12
956,957,1980.0,3 - BSc/MSc,8058.0,1.0,1.0,304.62,0.553771592570531,329.84,163.35,157.03,44.12,44.34
957,958,1992.0,2 - High School,2249.0,4.0,1.0,133.7,0.78934094378443,190.26,187.8,290.61,26.56,58.12
958,959,1996.0,1 - Basic,8266.0,2.0,1.0,594.33,0.384339337548213,257.05,511.2,129.58,29.56,78.57
959,960,1974.0,3 - BSc/MSc,7631.0,1.0,0.0,217.27,0.477336957694216,265.94,157.25,0.0,16.67,23.67
960,961,1984.0,4 - PhD,7153.0,4.0,0.0,149.03,0.757022785658439,351.4,137.8,166.81,48.23,12.0
961,962,1990.0,3 - BSc/MSc,5234.0,1.0,1.0,373.95,0.55919562455113,101.91,398.95,305.17,87.35,11.67
962,963,1977.0,3 - BSc/MSc,3517.0,3.0,0.0,415.18,0.514235896530414,216.04,383.95,140.36,111.02,54.79
963,964,1991.0,2 - High School,8824.0,2.0,0.0,-43.0000000000001,1.02182558929091,294.5,313.4,208.15,11.78,-3.11
964,965,1975.0,3 - BSc/MSc,2889.0,4.0,1.0,14.01,0.937651834803734,354.4,68.35,163.92,42.12,-3.11
965,966,1991.0,3 - BSc/MSc,6750.0,1.0,1.0,183.82,0.668602805814766,298.39,38.9,203.26,37.34,52.23
966,967,1978.0,3 - BSc/MSc,6932.0,3.0,1.0,358.85,0.457256376901759,383.85,127.8,165.03,9.78,20.78
967,968,1974.0,3 - BSc/MSc,6863.0,4.0,1.0,491.2,0.199280251911831,439.75,79.45,93.13,17.67,14.67
968,969,1987.0,3 - BSc/MSc,3453.0,4.0,0.0,626.13,0.280042016806723,196.26,406.75,125.69,111.91,63.79
969,970,1983.0,1 - Basic,1621.0,2.0,0.0,242.72,0.791625155666252,1.78,893.5,123.58,137.36,128.58
970,971,1987.0,2 - High School,2595.0,4.0,1.0,54.46,0.944022148799921,79.46,1020.75,54.01,141.36,123.91
971,972,1978.0,3 - BSc/MSc,3466.0,1.0,1.0,556.21,0.163870986304523,469.42,108.9,96.13,17.78,2.89
972,973,1980.0,3 - BSc/MSc,4930.0,4.0,1.0,595.56,0.0,524.1,44.45,54.12,-3.0,0.89
973,974,1977.0,2 - High School,1845.0,1.0,1.0,12.3399999999999,0.970498072182542,112.02,849.6,131.47,37.34,135.25
974,975,1994.0,2 - High School,7016.0,4.0,0.0,119.13,0.811575066673639,119.58,241.15,293.39,13.78,97.02
975,976,1983.0,3 - BSc/MSc,7808.0,1.0,0.0,16.23,0.944361977760985,116.69,220.05,344.51,18.56,41.23
976,977,1994.0,3 - BSc/MSc,2306.0,4.0,1.0,368.52,0.558036366086771,301.5,377.85,166.03,29.34,15.67
977,978,1986.0,3 - BSc/MSc,3843.0,1.0,1.0,253.17,0.626797788987872,340.51,211.7,166.81,38.34,-12.0
978,979,1994.0,3 - BSc/MSc,6484.0,4.0,0.0,163.15,0.777905000236083,247.27,323.95,168.81,48.01,59.12
979,980,1998.0,3 - BSc/MSc,8596.0,1.0,0.0,645.0,0.0,351.51,70.0,155.03,52.01,41.45
980,981,1989.0,4 - PhD,2425.0,2.0,1.0,585.44,0.304333952523676,326.84,344.5,145.25,13.67,47.23
981,982,1975.0,3 - BSc/MSc,1970.0,1.0,1.0,198.82,0.68972496395697,156.03,156.7,265.16,75.68,67.79
982,983,1989.0,2 - High School,3542.0,3.0,1.0,-6115.8516,9.87,83.35,98.35,336.84,74.68,93.46
983,984,1994.0,3 - BSc/MSc,2640.0,3.0,1.0,562.9,0.4397323981245,84.24,587.9,268.94,2.0,106.24
984,985,1994.0,3 - BSc/MSc,5105.0,4.0,1.0,462.21,0.228707573454914,434.75,63.35,130.69,-4.0,6.89
985,986,1993.0,1 - Basic,1996.0,2.0,0.0,143.81,0.857009749527771,55.01,759.6,154.03,168.81,43.12
986,987,1994.0,2 - High School,6951.0,2.0,1.0,-19.33,0.991724198327325,453.42,117.8,105.13,11.89,-3.11
987,988,1994.0,2 - High School,2538.0,1.0,1.0,183.15,0.699795200184608,208.15,131.7,266.05,22.45,65.01
988,989,1977.0,1 - Basic,5777.0,4.0,1.0,321.74,0.399189076795121,337.84,8.9,63.68,88.24,78.46
989,990,1982.0,3 - BSc/MSc,8668.0,1.0,0.0,307.18,0.617035013085233,260.94,362.85,221.93,24.67,-3.0
990,991,1977.0,3 - BSc/MSc,6712.0,4.0,0.0,394.41,0.465365592494391,231.6,250.6,220.93,18.56,62.79
991,992,1995.0,3 - BSc/MSc,5931.0,1.0,0.0,516.54,0.269964950121327,364.29,177.25,175.81,9.89,14.56
992,993,1998.0,3 - BSc/MSc,6961.0,1.0,0.0,-25.0,1.0,181.48,89.45,338.73,0.0,53.12
993,994,1985.0,3 - BSc/MSc,7756.0,4.0,1.0,-57.4499999999999,1.04087931468884,269.05,217.25,219.93,32.45,55.12
994,995,1978.0,2 - High School,6561.0,4.0,1.0,627.55,0.249977012551147,260.16,340.05,166.81,77.68,25.34
995,996,1982.0,2 - High School,5438.0,4.0,1.0,115.14,0.889867737549805,147.36,882.95,102.02,116.69,23.45
996,997,1983.0,3 - BSc/MSc,3532.0,3.0,1.0,479.87,0.273819112824348,344.73,122.8,174.59,15.78,37.34
997,998,1991.0,1 - Basic,7743.0,4.0,0.0,385.31,0.575331974042373,182.48,485.1,223.82,27.56,47.23
998,999,1997.0,3 - BSc/MSc,5614.0,4.0,1.0,-25.0,1.0,422.97,148.35,88.35,18.67,46.34
999,1000,1975.0,2 - High School,5098.0,3.0,1.0,20.12,0.953235769661291,143.25,447.3,112.02,98.13,164.14
1000,1001,1996.0,3 - BSc/MSc,7072.0,1.0,0.0,455.09,0.524229991675586,138.47,520.1,262.94,63.79,23.78
1001,1002,1993.0,3 - BSc/MSc,6721.0,4.0,0.0,630.68,0.0,304.28,78.35,199.15,36.45,37.45
1002,1003,1975.0,1 - Basic,6782.0,3.0,1.0,117.81,0.788366923532899,346.51,117.25,136.58,25.56,48.9
1003,1004,1995.0,2 - High School,7498.0,4.0,0.0,237.05,0.623448097482469,240.6,146.15,223.93,63.79,21.45
1004,1005,1981.0,2 - High School,1621.0,1.0,1.0,-78.65,1.10114054105005,125.58,-40.55,211.93,135.36,98.13
1005,1006,1984.0,3 - BSc/MSc,4731.0,3.0,1.0,408.2,0.238664323374341,443.53,-10.0,129.69,-0.11,5.89
1006,1007,1994.0,3 - BSc/MSc,6024.0,2.0,0.0,-22.0,0.995730631297319,366.07,123.35,181.7,28.56,3.0
1007,1008,1996.0,3 - BSc/MSc,2832.0,1.0,1.0,97.4699999999999,0.851058654699795,97.13,318.95,283.72,14.67,107.8
1008,1009,1991.0,2 - High School,4848.0,3.0,1.0,34.46,0.907561718798582,336.73,82.8,182.59,17.78,23.34
1009,1010,1994.0,1 - Basic,3350.0,3.0,1.0,609.33,0.368448825169255,203.04,511.75,159.14,7.89,122.58
1010,1011,1982.0,2 - High School,9737.0,4.0,0.0,35.5700000000001,0.935643248756853,175.7,398.95,251.38,85.46,29.67
1011,1012,1981.0,2 - High School,3834.0,4.0,1.0,197.72,0.69044309779285,339.51,200.6,143.25,43.12,-7.0
1012,1013,1988.0,2 - High School,7495.0,1.0,0.0,103.58,0.855248345116405,128.58,392.85,234.49,81.46,50.9
1013,1014,1996.0,3 - BSc/MSc,8493.0,2.0,0.0,-98.79,1.08706887396901,142.36,299.5,307.17,24.67,73.79
1014,1015,1979.0,3 - BSc/MSc,2130.0,3.0,1.0,234.05,0.659753598823159,239.6,206.7,266.05,14.78,34.23
1015,1016,1985.0,1 - Basic,7299.0,1.0,0.0,476.64,0.416045818588191,176.59,325.05,292.5,7.0,57.9
1016,1017,1977.0,3 - BSc/MSc,2277.0,4.0,1.0,668.8,0.0,259.16,152.25,236.49,16.56,29.34
1017,1018,1984.0,2 - High School,6566.0,2.0,1.0,473.66,0.446523708044752,215.93,406.2,92.13,94.24,92.46
1018,1019,1982.0,2 - High School,5487.0,4.0,1.0,-17.11,0.988764364951654,352.4,128.9,213.04,7.89,0.0
1019,1020,1976.0,1 - Basic,1631.0,1.0,1.0,459.53,0.562165092847784,40.12,648.45,214.04,77.57,126.47
1020,1021,1984.0,2 - High School,6719.0,4.0,0.0,533.78,0.442752430815258,102.24,524.55,246.49,34.23,95.24
1021,1022,1990.0,3 - BSc/MSc,6985.0,4.0,0.0,-26.0000000000001,1.00137067039489,381.74,153.35,134.36,29.56,30.56
1022,1023,1982.0,3 - BSc/MSc,2665.0,4.0,1.0,106.59,0.811572827767913,290.72,131.7,242.49,-0.11,33.56
1023,1024,1994.0,2 - High School,6195.0,4.0,1.0,-44.7700000000001,1.03666339039,454.42,-6.1,62.68,13.67,14.56
1024,1025,1984.0,1 - Basic,2322.0,3.0,1.0,-350.06,1.39564264849075,55.12,269.5,171.92,71.57,253.49
1025,1026,1988.0,3 - BSc/MSc,9131.0,1.0,1.0,-2082.832,4.36,370.07,14.45,189.59,14.78,23.56
1026,1027,1979.0,1 - Basic,3148.0,3.0,1.0,-25.89,1.00087020288438,214.82,554.55,180.7,71.79,0.89
1027,1028,1985.0,3 - BSc/MSc,3939.0,3.0,1.0,420.63,0.329546993244768,353.4,94.45,206.04,11.89,-1.11
1028,1029,1984.0,3 - BSc/MSc,8665.0,3.0,0.0,-71.1199999999999,1.06056626569312,204.26,220.6,261.27,46.12,29.23
1029,1030,1981.0,3 - BSc/MSc,8740.0,1.0,0.0,378.85,0.404069767441861,295.5,108.35,220.93,16.56,36.34
1030,1031,1995.0,3 - BSc/MSc,4423.0,4.0,1.0,511.2,0.194894894894895,475.98,70.0,88.46,9.78,21.78
1031,1032,1992.0,2 - High School,5661.0,1.0,1.0,358.86,0.570179269262208,264.05,416.2,182.7,-1.11,31.23
1032,1033,1991.0,2 - High School,5518.0,4.0,1.0,-2.44000000000005,0.974909915921527,298.39,368.95,149.25,22.56,60.01
1033,1034,1992.0,2 - High School,5511.0,3.0,1.0,693.24,0.340919101453531,143.47,638.45,132.47,63.68,111.69
1034,1035,1976.0,3 - BSc/MSc,3550.0,2.0,1.0,187.38,0.722755991854211,222.71,230.05,295.61,6.0,11.67
1035,1036,1983.0,3 - BSc/MSc,4542.0,3.0,1.0,329.07,0.378824561403509,409.41,-15.0,150.25,19.67,5.67
1036,1037,1988.0,2 - High School,3539.0,3.0,1.0,241.37,0.674730132369462,367.18,266.15,130.47,27.45,27.67
1037,1038,1975.0,3 - BSc/MSc,1841.0,1.0,1.0,357.53,0.573050136166793,128.58,396.2,233.71,13.67,123.8
1038,1039,1994.0,3 - BSc/MSc,2705.0,4.0,0.0,835.38,0.163119601587425,149.25,560.1,139.36,28.34,151.03
1039,1040,1987.0,2 - High School,3340.0,3.0,1.0,-48.6700000000002,1.026105082054,241.49,388.4,198.15,55.01,23.67
1040,1041,1985.0,1 - Basic,2152.0,1.0,1.0,671.14,0.341250615087626,51.12,588.45,215.04,47.23,154.92
1041,1042,1982.0,3 - BSc/MSc,6961.0,1.0,1.0,323.18,0.47799883060224,369.96,88.9,141.47,44.23,22.45
1042,1043,1983.0,2 - High School,5458.0,1.0,1.0,-37.89,1.02032738282975,459.31,53.9,95.24,12.78,12.89
1043,1044,1988.0,2 - High School,3099.0,4.0,1.0,511.67,0.242505081300813,352.29,165.6,160.03,18.78,11.78
1044,1045,1982.0,4 - PhD,4220.0,4.0,1.0,-46.0,1.0316265060241,575.44,60.0,19.56,-3.0,12.0
1045,1046,1987.0,3 - BSc/MSc,4061.0,1.0,1.0,774.37,0.0,155.03,255.6,303.28,18.56,66.9
1046,1047,1989.0,3 - BSc/MSc,6295.0,3.0,0.0,242.72,0.681088292752656,325.73,300.6,131.47,58.01,23.67
1047,1048,1978.0,3 - BSc/MSc,5838.0,1.0,1.0,-149.0,1.23303452293699,534.1,-60.0,57.01,-1.0,2.0
1048,1049,1978.0,3 - BSc/MSc,7067.0,4.0,1.0,359.97,0.315815664599143,410.19,-5.55,102.13,36.23,19.67
1049,1050,1981.0,3 - BSc/MSc,5179.0,2.0,1.0,7.32999999999993,0.948198234285623,456.53,45.0,102.13,3.89,16.56
1050,1051,1994.0,2 - High School,6501.0,1.0,0.0,455.2,0.249183044858264,456.64,68.35,84.35,23.56,6.67
1051,1052,1995.0,3 - BSc/MSc,4899.0,3.0,1.0,431.76,0.219813818430267,456.64,-5.55,103.13,25.56,5.67
1052,1053,1976.0,4 - PhD,5920.0,1.0,0.0,-8.54999999999995,0.972790128357814,330.84,34.45,205.04,8.89,25.34
1053,1054,1993.0,2 - High School,5741.0,4.0,1.0,-68.0099999999999,1.0562759234302,228.6,273.95,139.25,79.46,43.01
1054,1055,1978.0,3 - BSc/MSc,3162.0,1.0,1.0,365.09,0.277022017940544,439.86,-45.55,134.47,12.89,-2.11
1055,1056,1982.0,1 - Basic,3510.0,2.0,1.0,548.45,0.45580587610082,64.79,573.45,129.58,132.58,153.36
1056,1057,1980.0,2 - High School,2317.0,2.0,1.0,158.59,0.757950110747811,146.25,205.6,334.84,37.34,34.45
1057,1058,1996.0,2 - High School,7141.0,3.0,1.0,355.95,0.608816643391111,119.69,472.3,107.13,91.35,183.37
1058,1059,1990.0,3 - BSc/MSc,6988.0,4.0,0.0,509.77,0.256716749829736,384.74,171.7,139.36,2.0,21.67
1059,1060,1977.0,3 - BSc/MSc,6593.0,1.0,1.0,484.43,0.124690721649485,511.43,0.0,58.79,6.89,4.89
1060,1061,1993.0,3 - BSc/MSc,3250.0,1.0,1.0,201.48,0.694457935351573,312.17,192.8,202.15,34.34,-0.22
